Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
MRTN,"Marten Transport, Ltd.",18.7,1018527122,n/a,1986,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/mrtn
MMLP,Martin Midstream Partners L.P.,13.04,509201320.2,n/a,2002,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/mmlp
MRVL,Marvell Technology Group Ltd.,20.03,13167722000,n/a,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/mrvl
MASI,Masimo Corporation,134.45,7148979165,n/a,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/masi
MCFT,"MasterCraft Boat Holdings, Inc.",24.55,459769994.1,n/a,2015,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mcft
MTCH,"Match Group, Inc.",55.6,15481759618,n/a,2015,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/mtch
MTLS,Materialise NV,18.89,319997922.3,16940070,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtls
MTRX,Matrix Service Company,20.92,560328120.8,n/a,1990,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/mtrx
MAT,"Mattel, Inc.",14.89,5142949894,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/mat
MATW,Matthews International Corporation,39.98,1274212295,n/a,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/matw
MXIM,"Maxim Integrated Products, Inc.",55.05,15050578617,n/a,1988,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxim
MXWL,"Maxwell Technologies, Inc.",4.72,217160351.3,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mxwl
MBFI,MB Financial Inc.,45.47,3832053092,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbfi
MBFIO,MB Financial Inc.,25.39,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbfio
MGRC,McGrath RentCorp,59.65,1442475448,n/a,1984,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mgrc
MDCA,MDC Partners Inc.,3.39,169279972.1,n/a,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/mdca
MDJH,MDJM LTD,4.1,49118000,n/a,2019,Finance,Real Estate,https://www.nasdaq.com/symbol/mdjh
MDRR,"Medalist Diversified REIT, Inc.",7.2,17615390.4,n/a,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mdrr
MFIN,Medallion Financial Corp.,6.98,170591563,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfin
MFINL,Medallion Financial Corp.,25.7,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfinl
MNOV,"MediciNova, Inc.",9.2,387980652,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnov
MDSO,"Medidata Solutions, Inc.",76.25,4677785000,n/a,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdso
MDGS,Medigus Ltd.,2.85,4692382.5,1646450,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdgs
MDGSW,Medigus Ltd.,0.55,0,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdgsw
MDWD,MediWound Ltd.,5.16,140242809.2,n/a,2014,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mdwd
MEDP,"Medpace Holdings, Inc.",54.74,1953604036,n/a,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/medp
MEIP,"MEI Pharma, Inc.",3.01,214158917.4,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/meip
MGTX,MeiraGTx Holdings plc,16.65,455987422.8,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mgtx
MLCO,Melco Resorts & Entertainment Limited,23.1,5584114397,241736554,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mlco
MLNT,"Melinta Therapeutics, Inc.",5.3,59430140.2,n/a,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mlnt
MLNX,"Mellanox Technologies, Ltd.",109.75,5951222724,n/a,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/mlnx
MELR,"Melrose Bancorp, Inc.",19.45,50045316.8,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/melr
MNLO,Menlo Therapeutics Inc.,8.48,197008920.3,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnlo
MTSL,MER Telemanagement Solutions Ltd.,1.75,5765065.25,n/a,1997,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/mtsl
MELI,"MercadoLibre, Inc.",451.64,20415419239,n/a,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/meli
AMTB,Mercantil Bank Holding Corporation,15.61,674086630,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/amtb
AMTBB,Mercantil Bank Holding Corporation,12.7,548424100,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/amtbb
MBWM,Mercantile Bank Corporation,34.85,576218821.6,n/a,1998,Finance,Major Banks,https://www.nasdaq.com/symbol/mbwm
MERC,Mercer International Inc.,14.28,931079719.1,n/a,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/merc
MBIN,Merchants Bancorp,20.54,589375499.4,n/a,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/mbin
MRCY,Mercury Systems Inc,64.71,3135784867,n/a,1998,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mrcy
MREO,Mereo BioPharma Group plc,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mreo
EBSB,"Meridian Bancorp, Inc.",16.37,876473192.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebsb
VIVO,Meridian Bioscience Inc.,17.03,723591110.1,n/a,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/vivo
MRBK,Meridian Corporation,17.75,113463094.3,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/mrbk
MMSI,"Merit Medical Systems, Inc.",58.16,3189122292,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mmsi
MACK,"Merrimack Pharmaceuticals, Inc.",5.98,79789848.32,n/a,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mack
MRSN,"Mersana Therapeutics, Inc.",4.71,109434363.1,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrsn
MRUS,Merus N.V.,12.75,290073554.3,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrus
MESA,"Mesa Air Group, Inc.",9.85,235443594.6,n/a,2018,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/mesa
MLAB,"Mesa Laboratories, Inc.",240.24,929366277.8,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mlab
MESO,Mesoblast Limited,4.33,34173464.15,7892255,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/meso
CASH,"Meta Financial Group, Inc.",22.6,890891796.6,n/a,1993,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cash
MEOH,Methanex Corporation,57.69,4457318219,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/meoh
MGEE,MGE Energy Inc.,64.66,2241656804,n/a,n/a,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/mgee
MGPI,"MGP Ingredients, Inc.",81.91,1389013644,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mgpi
MBOT,Microbot Medical Inc. ,8.06,34719787.96,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mbot
MCHP,Microchip Technology Incorporated,88.64,21004927994,n/a,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/mchp
MU,"Micron Technology, Inc.",41.58,46613126318,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/mu
MSFT,Microsoft Corporation,112.53,8.63354E+11,n/a,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/msft
MSTR,MicroStrategy Incorporated,141.74,1456655318,n/a,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mstr
MVIS,"Microvision, Inc.",1.17,119462373.8,n/a,1996,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mvis
MICT,"MICT, Inc.",1.13,10556589.95,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mict
MPB,Mid Penn Bancorp,24.44,206760395.9,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mpb
MTP,Midatech Pharma PLC,0.525,2644452.3,5037052,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtp
MCEP,"Mid-Con Energy Partners, LP",0.9653,29379990.5,n/a,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mcep
MBCN,Middlefield Banc Corp.,41.9,135937510.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbcn
MSEX,Middlesex Water Company,58.51,959463362.8,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/msex
MSBI,"Midland States Bancorp, Inc.",25.55,606858438.9,n/a,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/msbi
MSVB,"Mid-Southern Bancorp, Inc.",12.79,45666886.85,n/a,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/msvb
MOFG,"MidWestOne Financial Group, Inc.",31.5,383670472.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mofg
MLND,"Millendo Therapeutics, Inc. ",11.64,150322591.7,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mlnd
TIGO,Millicom International Cellular S.A.,59.025,5950723425,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tigo
MIME,Mimecast Limited,48.68,2941334295,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mime
MNDO,MIND C.T.I. Ltd.,2.4301,46918956.48,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/mndo
NERV,"Minerva Neurosciences, Inc",8.26,321078317.4,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nerv
MGEN,"Miragen Therapeutics, Inc.",2.69,82958155.47,n/a,2014,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/mgen
MRTX,"Mirati Therapeutics, Inc.",73.01,2373996153,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrtx
MSON,"MISONIX, Inc.",19.84,190212091.5,n/a,1992,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/mson
MIND,"Mitcham Industries, Inc.",4.05,49083565.95,n/a,1994,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mind
MINDP,"Mitcham Industries, Inc.",23.096,0,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mindp
MITK,"Mitek Systems, Inc.",10.99,425694254.1,n/a,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/mitk
MKSI,"MKS Instruments, Inc.",83.85,4544479325,n/a,1999,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mksi
MMAC,"MMA Capital Holdings, Inc.",28.65,167495606.9,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/mmac
MTC,"MMTec, Inc.",5.0699,100384020,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/mtc
MINI,"Mobile Mini, Inc.",37.3,1666696452,n/a,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mini
MOBL,"MobileIron, Inc.",5.05,539305498.4,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mobl
MMDM,Modern Media Acquisition Corp.,10.28,265995000,n/a,2017,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/mmdm
MMDMR,Modern Media Acquisition Corp.,0.28,0,n/a,2017,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/mmdmr
MMDMU,Modern Media Acquisition Corp.,10.65,0,n/a,2017,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/mmdmu
MMDMW,Modern Media Acquisition Corp.,0.285,0,n/a,2017,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/mmdmw
MRNA,"Moderna, Inc.",22.27,7325673920,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mrna
MOGO,Mogo Finance Technology Inc.,2.27,52583753.23,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mogo
MTEM,"Molecular Templates, Inc.",4.93,179925851.9,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtem
MBRX,"Moleculin Biotech, Inc.",1.29,34997067.9,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mbrx
MNTA,"Momenta Pharmaceuticals, Inc.",14.67,1445128424,n/a,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mnta
MOMO,Momo Inc.,33.28,5133448919,154250268,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/momo
MKGI,"Monaker Group, Inc.",2.37,22730565.72,n/a,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/mkgi
MCRI,"Monarch Casino & Resort, Inc.",44.31,793991820.5,n/a,1993,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mcri
MDLZ,"Mondelez International, Inc.",47.23,68208123076,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/mdlz
MGI,"Moneygram International, Inc.",2.49,138662450.2,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mgi
MDB,"MongoDB, Inc.",104.16,5583345976,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdb
MNCL,Monocle Acquisition Corporation,9.8299,0,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/mncl
MNCLU,Monocle Acquisition Corporation,10.03,0,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/mnclu
MNCLW,Monocle Acquisition Corporation,0.3,0,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/mnclw
MPWR,"Monolithic Power Systems, Inc.",136.18,5788330900,n/a,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/mpwr
TYPE,Monotype Imaging Holdings Inc.,20.02,822332891.4,n/a,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/type
MNRO,"Monro, Inc. ",77.24,2556911868,n/a,1991,Consumer Services,Automotive Aftermarket,https://www.nasdaq.com/symbol/mnro
MRCC,Monroe Capital Corporation,12.25,250445909,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/mrcc
MRCCL,Monroe Capital Corporation,24.7707,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mrccl
MNST,Monster Beverage Corporation,64.74,35163412461,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mnst
MORN,"Morningstar, Inc.",125.3,5345302761,n/a,2005,Finance,Investment Managers,https://www.nasdaq.com/symbol/morn
MOR,MorphoSys AG,26.17,238705258.4,9121332,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mor
MOSY,"MoSys, Inc.",0.166,7132467.054,n/a,2001,Technology,Semiconductors,https://www.nasdaq.com/symbol/mosy
MOTA,"Mota Group, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mota
MTFB,Motif Bio plc,1.9032,2547014.496,1338280,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtfb
MTFBW,Motif Bio plc,0.44,0,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtfbw
MPAA,"Motorcar Parts of America, Inc.",21.22,399129144.4,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mpaa
MOTS,"Motus GI Holdings, Inc.",4.35,68252156.85,n/a,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mots
MPVD,Mountain Province Diamonds Inc.,1.02,214311324.8,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/mpvd
MOXC,"Moxian, Inc.",0.471,31725242.14,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/moxc
COOP,Mr. Cooper Group Inc.,13.51,1226891709,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/coop
MRIC,MRI Interventions Inc,2.99,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mric
MSBF,MSB Financial Corp.,18.09,97487986.86,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/msbf
MTBC,"MTBC, Inc.",4.43,52405827.94,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbc
MTBCP,"MTBC, Inc.",26.5844,24704856.34,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbcp
MTEC,MTech Acquisition Corp.,10.1024,75073460,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/mtec
MTECU,MTech Acquisition Corp.,10.67,0,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/mtecu
MTECW,MTech Acquisition Corp.,0.53,0,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/mtecw
MTSC,MTS Systems Corporation,54.93,983381084.1,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mtsc
MUDS,Mudrick Capital Acquisition Corporation,9.98,259480000,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/muds
MUDSU,Mudrick Capital Acquisition Corporation,10.46,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/mudsu
MUDSW,Mudrick Capital Acquisition Corporation,0.5,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/mudsw
LABL,Multi-Color Corporation,50.21,1030179859,n/a,1987,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/labl
MBIO,"Mustang Bio, Inc.",4.01,109327160.3,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mbio
MFSF,MutualFirst Financial Inc.,31.7,272729745.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mfsf
MVBF,MVB Financial Corp.,15.86,184087020,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mvbf
MYSZ,"My Size, Inc.",0.7367,21992254.98,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mysz
MYL,Mylan N.V.,27.45,14162826018,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myl
MYND,"MYnd Analytics, Inc.",1.63,13730621.22,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/mynd
MYNDW,"MYnd Analytics, Inc.",0.1213,0,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/myndw
MYOK,"MyoKardia, Inc.",47.75,1925273076,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myok
MYOS,MYOS RENS Technology Inc.,1.5,11210584.5,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myos
MYRG,"MYR Group, Inc.",33.27,551109032.9,n/a,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/myrg
MYGN,"Myriad Genetics, Inc.",30.84,2259717516,n/a,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/mygn
NBRV,Nabriva Therapeutics plc,2.05,137313292.7,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nbrv
NAKD,Naked Brand Group Limited,0.3679,10836849.52,n/a,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/nakd
NNDM,Nano Dimension Ltd.,0.84,7205377.2,8577830,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/nndm
NANO,Nanometrics Incorporated,28.85,705777196.9,n/a,1984,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/nano
NSTG,"NanoString Technologies, Inc.",26.91,829675584.3,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nstg
NAOV,"NanoVibronix, Inc.",4.03,17242496.05,n/a,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/naov
NH,"NantHealth, Inc.",1.12,122630230.2,n/a,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/nh
NK,"NantKwest, Inc.",1.32,104578429.6,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nk
NSSC,"NAPCO Security Technologies, Inc.",21.56,398213889.9,n/a,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/nssc
NDAQ,"Nasdaq, Inc.",91.99,15216989388,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ndaq
NTRA,"Natera, Inc.",16.48,1018854032,n/a,2015,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ntra
NATH,"Nathan&#39;s Famous, Inc.",71.88,300255626.5,n/a,1993,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/nath
NKSH,"National Bankshares, Inc.",39.66,275953248.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nksh
FIZZ,National Beverage Corp.,67.65,3154975461,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/fizz
NCMI,"National CineMedia, Inc.",7.87,618593907.3,n/a,2007,Consumer Services,Advertising,https://www.nasdaq.com/symbol/ncmi
NCOM,National Commerce Corporation,43.56,904396379,n/a,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/ncom
NESR,National Energy Services Reunited Corp.,8.75,760346816.3,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nesr
NESRW,National Energy Services Reunited Corp.,0.9,0,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nesrw
NGHC,National General Holdings Corp,26.05,2942415100,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghc
NGHCN,National General Holdings Corp,21.55,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcn
NGHCO,National General Holdings Corp,21.87,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghco
NGHCP,National General Holdings Corp,22.7,49940000,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcp
NGHCZ,National General Holdings Corp,25.2,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcz
NHLD,National Holdings Corporation,3.26,41110376.7,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/nhld
NHLDW,National Holdings Corporation,0.3216,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/nhldw
NATI,National Instruments Corporation,46.63,6166420306,n/a,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/nati
NRC,National Research Corporation,39.13,970455147.5,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/nrc
NSEC,"National Security Group, Inc.",11.8,29820204.8,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/nsec
EYE,"National Vision Holdings, Inc.",35.19,2752158487,n/a,2017,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/eye
NWLI,"National Western Life Group, Inc.",302,1098122132,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/nwli
NAII,"Natural Alternatives International, Inc.",11.7,88021135.8,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/naii
NHTC,Natural Health Trends Corp.,13.02,148116717.8,n/a,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/nhtc
NATR,"Nature&#39;s Sunshine Products, Inc.",8.37,160734818.3,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/natr
BABY,Natus Medical Incorporated,28.26,953953377.1,n/a,2001,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/baby
JSM,Navient Corporation,21.15,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jsm
NAVI,Navient Corporation,12.21,2985434389,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/navi
NMCI,Navios Maritime Containers L.P.,1.96,335179535.3,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nmci
NBCP,NB Capital Acquisition Corp.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nbcp
NBTB,NBT Bancorp Inc.,38.87,1697351061,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nbtb
NCSM,"NCS Multistage Holdings, Inc.",5.41,243507486.7,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/ncsm
NEBU,Nebula Acquisition Corporation,10.09,346843750,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/nebu
NEBUU,Nebula Acquisition Corporation,10.2,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/nebuu
NEBUW,Nebula Acquisition Corporation,0.8415,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/nebuw
NKTR,Nektar Therapeutics,38.13,6599739858,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nktr
NMRD,Nemaura Medical Inc.,1.1348,235515891.6,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nmrd
NEOG,Neogen Corporation,63.54,3309282401,n/a,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/neog
NEO,"NeoGenomics, Inc.",19.32,1827012106,n/a,n/a,Health Care,Precision Instruments,https://www.nasdaq.com/symbol/neo
NTGN,"Neon Therapeutics, Inc.",6.09,172428709.5,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ntgn
NEON,Neonode Inc.,3.14,18398559.96,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/neon
NEOS,"Neos Therapeutics, Inc.",2.31,114752259.9,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/neos
NVCN,Neovasc Inc.,0.4877,19082878.74,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvcn
NEPT,Neptune Wellness Solutions Inc.,3.57,285435048.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nept
